,Date,stock,zopen,zhigh,zlow,zclose,zadj_close,zd5,zd10,zd15,zd20,zd25,zd30,ret
48,2012-12-26,C,-0.27625919565759643,-0.5021500478212314,0.015326373771491148,0.2340301773786596,0.23291442474592866,0.1357685377667792,-0.5489171488155604,-0.8715885286337373,-1.3156654447898426,-1.3525493922614662,-1.347053762826063,-0.007585309926303685
49,2012-12-27,C,0.9234216165462991,0.8249534681868127,-0.9072806710641756,-0.5295332569214872,-0.5310936718070349,0.5213835404857062,-0.09127081524611175,-0.5026395611584024,-0.9879106555931063,-1.1075174545118742,-1.1393087686468089,-0.006114700636942638
50,2012-12-28,C,-0.3863929345557408,-0.36992274963697747,0.41145077658311463,-0.4351888332290397,-0.43669756090671974,0.5362075046784718,0.3138260235712552,-0.215961412068751,-0.7068114822845042,-0.8934201602668276,-0.9431265812188716,0.01409902661363871
51,2012-12-31,C,-1.2804049803404787,-0.990530520934659,-1.672533355136137,0.8615882658473566,0.860812022663032,-0.2579369713118867,-0.03358043120684132,-0.5358554493286865,-0.8937972701156137,-1.121014020826141,-1.1465174364048532,0.04271989275227783
52,2013-01-02,C,-0.6654670775936958,-0.6736202773368521,-0.4766548067945322,2.6977109810804354,2.6979612037745824,-2.099315010734945,-1.4087478769160597,-1.5557826243954596,-1.6999747113373371,-1.8996018818339562,-1.8599281647378183,0.0033939151515152144
53,2013-01-03,C,-0.42320822476350867,-0.7917649971573408,0.12652314408239268,0.1748201495543689,0.1736528689276215,-1.7719130848954092,-1.3544810462290928,-1.4380897123729766,-1.5581851208438402,-1.8282886414080668,-1.8344129647567256,0.02512686699992428
54,2013-01-04,C,-1.2901971736374556,-0.7996283619473918,-1.1594833479625366,1.5690605042883712,1.5686725036119522,-2.2805791918281715,-1.9918726036048715,-1.9114814864928422,-1.9736219261389714,-2.191505464431605,-2.2012460754248275,0.0009427527692671411
55,2013-01-07,C,0.15312177381827494,-0.8851995218698256,-0.2836890086316911,0.017570019283345856,0.01631638437150659,-1.3862135264573294,-1.817891875504579,-1.6910812972244,-1.8286882378675198,-2.051356202251886,-2.1069042392942063,-0.00023550741145494936
56,2013-01-08,C,-0.3146553256080159,-1.0841398424700464,-0.08014373464242708,-0.058019247365637905,-0.05931384861292594,-0.5790289360583499,-1.5403020795162883,-1.4524184274385197,-1.6747628133353927,-1.8724297817912312,-1.9946695989285086,-0.009891615871211124
57,2013-01-09,C,0.9223061223843809,2.361736816900683,0.4957013544434193,-0.6774903702111058,-0.6791145345331779,0.21366598450093677,-0.9289844223667957,-1.024950571889723,-1.2810768707070987,-1.4845488458173508,-1.6933234230098286,0.018791650361759116
58,2013-01-10,C,-0.9301627828195403,-0.464352002955034,-1.2820910300823916,1.1626355163473636,1.162016537644994,-0.47047811928996547,-1.3252315516181208,-1.405464016655327,-1.559327313268035,-1.6997650850898747,-1.9237094309001412,-0.01144062519539446
59,2013-01-11,C,0.9549864037997483,0.28441573734441294,-0.054489813943516006,-0.7768644140455493,-0.7785473252277307,0.17133449481103236,-0.6157963730764405,-0.9327874510903371,-1.1281038004348745,-1.3201399739252326,-1.5784818012889221,-0.0028341757203590445
60,2013-01-14,C,0.2911506430565386,-0.16907996632339936,-0.3216088474758485,-0.22473236807352212,-0.22610707037696673,0.26802344001631423,-0.21611064966371196,-0.7509441264234822,-0.9049336165673868,-1.1424737685637858,-1.4045963487166002,0.008289886113455935
61,2013-01-15,C,-1.4608699324327163,-0.630519550879991,-1.1518176732743086,0.4889127927607407,0.4879116557966261,-0.18151460924644464,-0.25795941869724115,-0.8472664089782562,-0.9588290103202791,-1.2160054230005475,-1.4336411390840875,-0.0021141649048627142
62,2013-01-16,C,0.1336085767188242,-0.06119088447922289,0.5027095537779734,-0.17854130568070645,-0.17989141930365188,0.06149669429862154,-0.06586165694986866,-0.6370090864126139,-0.8034132493018583,-1.0527240513845646,-1.2534345693400821,-0.029190160075329596
63,2013-01-17,C,0.598699015964235,-0.00031061864711109857,0.1527019795392632,-1.9155554662311685,-1.9178771295226082,1.3610741703071307,1.0720917238439323,0.3378718871515221,0.010638473865182543,-0.2884445501377687,-0.5338198937630372,0.010184238109396837
64,2013-01-18,C,-0.7580860153572253,-0.88076704258587,-0.46042637015003846,0.6104417050426244,0.6095320327586856,0.572261490880903,0.6033026942006884,0.1462238570443613,-0.1823525198317885,-0.4273555404825839,-0.6533601832898766,0.002880436869899139
65,2013-01-22,C,-0.8351005151805851,-0.997003841420686,-1.6693760265294566,0.14187882862832954,0.14070611418301449,0.28144157402872166,0.4278353307060524,0.1931180435046604,-0.20619735775389306,-0.3923795720491133,-0.6313197110769413,0.005744399371575115
66,2013-01-23,C,-0.3181329735966481,-0.5380317677751005,-0.24041492041404183,0.325611444525783,0.324539965902892,-0.20393090921988233,0.16593008771785495,0.13758452844060665,-0.2749189069804852,-0.424598608706816,-0.6746391163653991,0.018562565445026102
67,2013-01-24,C,-1.3369093619995946,0.015570051151352625,-1.0237404164143422,1.1479389653312886,1.1473123658635456,-1.1714706221176316,-0.4682044588098789,-0.34370258559499806,-0.6394491639557371,-0.7611294918008313,-0.955429170750481,0.002570116882479212
68,2013-01-25,C,0.44104187899937425,0.09706593680053813,0.33648812472118655,0.12197078059328627,0.12076163362508047,-0.8649557020734528,-0.558204982290179,-0.3487081982217502,-0.6022153835923565,-0.7435729048196021,-0.9093334325273172,-0.013283616872523774
69,2013-01-28,C,1.267745734742819,0.7120584697421009,0.8510087967812201,-0.8950983929185431,-0.8968403283327364,0.09173077477331508,-0.049076053190054494,0.05017191606487722,-0.16497018458180907,-0.37641905156300814,-0.5553675774147022,-0.00425129900803034
70,2013-01-29,C,-0.15996982469293333,0.1472105798097998,0.5562984153227201,-0.31564548880770715,-0.317071863490972,0.4447748359009245,0.10908775913775771,0.16484135785408183,0.042902118592874974,-0.23449544045348714,-0.38505415780460245,-0.004981000948766523
71,2013-01-30,C,0.09562712856415402,-0.45075398769262415,0.6121648897929209,-0.3624582687650042,-0.36391424994469584,0.7182656030217287,0.24491510374690922,0.29270330567107494,0.24767762763210593,-0.06429060635700823,-0.20709024874662704,0.005005935518332727
72,2013-01-31,C,-0.5329552480021346,-0.7403609636223993,-0.41173448100591586,0.2782365590576465,0.29252003923335373,0.23790440384906922,0.015112675342884154,0.13932129975339888,0.1391844977735617,-0.12346123504652749,-0.26568208755341804,0.020398481973434635
73,2013-02-01,C,-1.0221694712571963,-0.6075055251908676,-1.1275038115150402,1.2657190501391289,1.2651445866677598,-0.8950784088606261,-0.5923811555490718,-0.4597066511416788,-0.33363067125471496,-0.5104830923446994,-0.6251206403132293,-0.018828475127847466
74,2013-02-04,C,0.3304309977000513,0.8606751800331158,1.0551121316266199,-1.2508192906031435,-1.252762441055042,0.16894459317544602,0.18370608115388226,0.10712725272895704,0.15245942301603455,-0.007877537916579875,-0.1836377815084132,0.01682063531913358
75,2013-02-05,C,-0.9474568011388381,-0.3250768267524791,-0.4701265444850593,1.0361884174265859,1.0354930429078957,-0.58581817902404,-0.35114784351065126,-0.36232162302707543,-0.26620767265446593,-0.30722524908950766,-0.48553662667161634,0.0030289144002288992
76,2013-02-06,C,-1.002218543011272,-1.1125748502655992,-0.4077084676376426,0.15140415063709053,0.15023696033209474,-0.4597137053991021,-0.373085215209854,-0.4296539315376415,-0.32572596897568185,-0.3004878645916746,-0.48910171146215203,-0.00418118476611351
77,2013-02-07,C,0.4800513337466814,0.6331942350167625,-0.4143425663933719,-0.3111474295378992,-0.31257614261985484,-0.025362142153320135,-0.20632321934384731,-0.2853327051185925,-0.1923290277360304,-0.1684579783167913,-0.34407431773700353,-0.004431980509260081
78,2013-02-08,C,0.54028727719963,0.0470190628429446,0.8245945308104086,-0.32723680148927764,-0.3286700078498008,0.1404125165398234,-0.05620084491159781,-0.08289647151246524,-0.08170713983942134,-0.03710880822602633,-0.19890537639098452,0.011012230552952307
79,2013-02-11,C,-0.923140795149364,-0.413206991158884,-0.7193219720570402,0.6635601440964688,0.6626733482607468,-0.24036410689442964,-0.40052150359534483,-0.34157736521969273,-0.33923087843547267,-0.274339522400145,-0.36319056373331593,0.0278098712486734
80,2013-02-12,C,-2.054715359322448,-0.7043025402350607,-2.592242493033829,1.74118405297247,1.7408730573044784,-1.4301290134994527,-1.2373074918864744,-1.0342459595184912,-0.9706052347121203,-0.856665679697679,-0.8411390046757563,-0.007891725271329197
81,2013-02-13,C,0.9007796291709789,0.7529572109206906,0.49772822524423344,-0.5491908093020482,-0.5507431068039307,-0.7287019578340332,-0.761852908534498,-0.709830005842514,-0.7287515677528594,-0.6454014275800313,-0.6072634468491223,0.0072727272727273196
82,2013-02-14,C,-0.8983223667374917,-0.840218162858555,-0.4182443648222928,0.4236587070382755,0.42263121633338774,-0.7624089121237559,-0.8460335563793554,-0.8535044445073003,-0.8567248062048274,-0.7603969634115876,-0.7065012748850218,-0.010830324909747224
83,2013-02-15,C,1.224941081785273,0.7322257950271239,0.5799048014735467,-0.7377116430510581,-0.7393785705003445,0.17250907076273445,-0.3631838581484004,-0.4876615074646129,-0.5036690945821743,-0.4921517792226585,-0.44221234596133346,0.015054744525547337
84,2013-02-19,C,-0.9318183941314062,-0.5429306281257714,-0.35622459690243036,0.922900713867282,0.9221616044265414,-0.3386202525676764,-0.7291067940029985,-0.8309866132995407,-0.7982351879951574,-0.784349130013648,-0.7168130727643421,-0.02876402247191001
85,2013-02-20,C,2.4295375789773113,2.4065275871873477,0.8861598431850801,-1.8882173371311073,-1.8905234600699996,1.0670723662862658,0.41256745842941106,0.09187596964312902,-0.007972246639629593,-0.09651996811733139,-0.0977015441751408,-0.020129638590244414
86,2013-02-21,C,0.8765993840508831,0.17007042507633435,-0.17100162281160222,-1.3342932070795215,-1.3362718844882013,1.828947921734909,1.1458615081112025,0.7357905427904738,0.5365198139281635,0.3749070915102817,0.3341024015309454,0.010389681718520949
87,2013-02-22,C,0.03604642995382457,-0.6047935661796736,0.07402379570205173,0.6236215884041202,0.6227011299816778,0.7975112604049148,0.7322690182568844,0.4465095016013645,0.263629793464929,0.13876843478909792,0.1253197738666038,-0.03832668758292379
88,2013-02-25,C,3.978912579788835,5.399644313118988,0.8417141519308793,-2.5016937617594683,-2.504336974696269,2.3835763810773107,2.147969126279828,1.579733723450265,1.2549331467621085,1.0699108637761585,0.9463149217118764,0.0034021626536007155
89,2013-02-26,C,0.25724097453623435,-0.2647598755660598,-1.8528691712796974,0.17534925394449344,0.1741909360156308,1.2750366042607566,1.8373403885156532,1.4265000219740367,1.1296253537001197,0.9792179901197406,0.8533102783121908,0.021070452383859184
90,2013-02-27,C,-1.6715522484609935,-0.5972057408297012,-2.171780692132774,1.3088281625107951,1.3083079378768598,-0.2416790897947127,0.8077368986425709,0.7353110643134105,0.5700368558099663,0.4874579732438061,0.3973998993550635,-0.0045066176470586194
91,2013-02-28,C,0.23362801358211058,0.9582281786280823,0.5240368648431782,-0.33202501940861123,-0.33347787835089193,-0.08514286447959836,0.7991444928139882,0.8236661398145958,0.6912707692549226,0.5941242950334426,0.4851729177654915,0.0033357159081315313
92,2013-03-01,C,-1.0642738923294406,0.06271240514372622,-2.028909303210231,0.1710864766365569,0.16993048658739174,-0.46558965465236896,0.467085761450572,0.6836260963158439,0.6009698905200416,0.4996703453078116,0.406999266036705,0.019710234630486045
93,2013-03-04,C,-1.8143464235080258,-1.1125748502655992,-1.6214078207152869,1.2215657190007443,1.2209708440299305,-1.0943921833739974,-0.36433186623676117,0.09704703832431927,0.08431207388742003,0.04108862399534173,0.01770435095036467,0.015370261187011236
94,2013-03-05,C,-0.3439563460043888,0.0779253622322179,-0.2459532834380605,0.9431421456374499,0.942420459035939,-1.3409819296666685,-1.0191375914908651,-0.34215601663621825,-0.26896003271979496,-0.2845347070758154,-0.2716524367137071,0.022477156994364922
95,2013-03-06,C,-1.1157743761305168,-0.6522650626784804,-0.7141272252088241,1.3990728908310786,1.3985680901549111,-1.9569608921894415,-1.723058275303215,-0.9902153278281041,-0.7860369765359123,-0.7388128779301759,-0.6868498599914821,0.00942121985548594
96,2013-03-07,C,-0.7925371431276319,-0.7638517955794581,-0.33924084935354487,0.5614915739963844,0.5605455627889457,-1.698020868713259,-1.8387149165010448,-1.2187277997675308,-0.9648090905027034,-0.8854629434703183,-0.8310254317945263,0.03733333333333322
97,2013-03-08,C,-1.2243960570150223,-1.060853799013802,-2.29837013802102,2.3521454744962527,2.3521783662943783,-2.5887108280055657,-2.8332723669411695,-2.162842680569324,-1.7593383371612814,-1.6004671093957854,-1.5047710486082835,0.01970861182519279
98,2013-03-11,C,-1.3568896024017518,-0.30107298035871716,-1.945478397591583,1.2214616107027314,1.2208913824979417,-2.5230576860243312,-2.999200247210896,-2.546583008684286,-2.0929462810516073,-1.9292472808853487,-1.8151688251106055,-0.013655399733420115
99,2013-03-12,C,0.7042026037156859,0.17295119345865959,-0.27646063985658925,-0.9189494864780258,-0.9207144057736365,-0.9248237319314094,-2.0458434847597116,-2.056644432978832,-1.6562432678817613,-1.5392912859965273,-1.4768032300756437,0.00042598508144875424
100,2013-03-13,C,-0.14187694685332536,-1.0354787005038772,-0.5128152297497811,-0.015582327871544711,-0.0168475775873967,-0.3577464751815936,-1.667530220057386,-1.9069005443864593,-1.5937740836646093,-1.467839156371873,-1.4121949506456544,0.010432147957586846
101,2013-03-14,C,-0.6808350013765069,-0.6038875170389637,0.10392154139832065,0.6263459373389746,0.6254329789413784,-0.3510780273113182,-1.601721260881644,-1.9818614326796853,-1.7505876385820587,-1.6059687726062608,-1.5337371980102896,-0.004214096169702808
102,2013-03-15,C,0.4720361787602656,-0.32077160419709416,0.28258036745970083,-0.3132588043449296,-0.3146919423128532,0.035799959784113065,-1.0270575817211915,-1.6703824400972542,-1.5667226716083988,-1.4273403711774715,-1.3737421171045732,-0.02158265008813598
103,2013-03-18,C,-0.34126887359141184,-0.27720796006379333,0.28969449166720646,-1.4275086745587457,-1.4295404426832705,0.975535035064569,0.07125829068411685,-0.8158563493888824,-0.9599266389837722,-0.8734476643756527,-0.886885680146355,-0.009731855115404198
104,2013-03-19,C,1.300008517933586,1.9453993517669068,0.11897653855947618,-0.667241192170198,-0.6688669296645472,1.261300291627703,0.6330200932002858,-0.32699395931735586,-0.6770321159932668,-0.5993752748172605,-0.6316473100780727,0.006551626849713443
105,2013-03-20,C,0.10649175081872544,-0.14353793168233187,0.8503206947776856,0.37739774273878923,0.3763400402299759,0.6532518488671933,0.5050902916776555,-0.3493003583356252,-0.7605638602751982,-0.7116036694343177,-0.7165859838386339,-0.018659145150792034
106,2013-03-21,C,1.2610037416482136,2.1433927898968244,1.1449723289093714,-1.2399562155398198,-1.2419033132972592,1.1966440763403587,1.263950397446906,0.366187414094624,-0.1974648304064671,-0.25721177329255956,-0.29284438647312194,0.0
107,2013-03-22,C,0.5656604034822791,-0.28523681987219845,0.40670895570015075,-0.04291067218543421,-0.044191458905077946,0.6749953269045749,1.1406756801006033,0.5059567328627189,-0.1270235719650333,-0.23838043018785948,-0.2557238885988899,-0.016360778244527974
108,2013-03-25,C,2.379258768729068,2.4959943968271743,0.7275465561877922,-1.0925084176957789,-1.0943598281969493,1.1947956763378902,1.52916402254741,1.0889050640860447,0.401389086236097,0.15838515421163238,0.12156322229555654,0.0076421664355061925
109,2013-03-26,C,-0.241761343390089,-0.4124947548383958,-0.12428180247155181,0.4473594446535919,0.44634999940390624,0.49647716967794053,1.0446618756665285,0.9064524705087607,0.3042442644346369,-0.012416006574399875,-0.0134757918670504,-0.00825346829116802
110,2013-03-27,C,-0.03913584072604243,-0.62386674989391,0.33781621086746716,-0.5723978140301956,-0.5739606586305921,0.5576975813530946,1.155640803442429,1.1606679316012234,0.5907205168597974,0.20724404706505184,0.1645900741502023,-0.00494820074107527
